no,id1,id2,Date,Pref,Location,LandUse,Crop,Farmer,Collector,Field name in KSAS,x,y,x_53n,y_53n,dsm_AW3D30,AcquisitionDate_S2,B2,B3,B4,B8,B11,B12,AcquisitionId_S1,type,VV,VH,Layer,pH1,pH2,EC,Y1,Humus,CS,FS,Sand,Silt,Clay,TC,TN,CEC,CaO,MgO,K2O,Na2O,BaseSaturation,PAcidAbsCoef,AvailP1,AvailP2,AvailSi1,AvailSi2,HotAvailN,AvailN,UplandAvailN,NH4,NO3,InorgN,FreeIron,WaterExB,Mn,SoilTypeName3,SoilTypeNum,SoilTypeName2,SoilTaxon
1503,G20053,DS 53,2019,岐阜,海津市海津町,水田,大豆前,福江営農,田中貴,,136.6656855,35.18896195,,,-1,,,,,,,,,,,,,6.23,,3,,,45.42382206,25.83998114,71.2638032,18.32239557,10.41380123,0.91390658,0.096723885,,,,,,,,,138.45,,,0.67,,,0.277655727,,,,,,,,,
1504,G20054,DS 54,2019,岐阜,海津市海津町,水田,大豆前,福江営農,田中貴,,136.6656699,35.1890541,,,-1,,,,,,,,,,,,,6.24,,3.41,,,44.9693059,26.44497617,71.41428207,18.28897562,10.29674231,0.908533026,0.096320202,,,,,,,,,37.3,,,0.6,,,0.427052928,,,,,,,,,
1505,G20055,DS 55,2019,岐阜,海津市海津町,水田,大豆前,福江営農,田中貴,,136.6656593,35.18914363,,,-1,,,,,,,,,,,,,6.1,,4.55,,,43.77153679,28.11471969,71.88625648,17.81513261,10.29861091,0.856328894,0.091053471,,,,,,,,,36.78,,,0.65,,,0.33320009,,,,,,,,,
1506,G20056,DS 56,2019,岐阜,海津市海津町,水田,大豆前,福江営農,田中貴,,136.6656524,35.18923442,,,-2,,,,,,,,,,,,,6.18,,3.23,,,51.9496706,24.1122124,76.061883,14.93659367,9.001523335,0.901342486,0.095663872,,,,,,,,,37.56,,,0.64,,,0.376920002,,,,,,,,,
1507,G20057,DS 57,2019,岐阜,海津市海津町,水田,大豆前,福江営農,田中貴,,136.6658567,35.18897532,,,-2,,,,,,,,,,,,,6.2,,3.49,,,60.72400249,19.98377475,80.70777724,11.87213708,7.420085677,0.742241906,0.079805054,,,,,,,,,61.81,,,0.55,,,0.317612217,,,,,,,,,
1508,G20058,DS 58,2019,岐阜,海津市海津町,水田,大豆前,福江営農,田中貴,,136.6658477,35.18906736,,,-2,,,,,,,,,,,,,6.23,,2.63,,,86.38508967,8.89518186,95.28027154,2.41007411,2.309654355,0.764824712,0.082122028,,,,,,,,,33.1,,,0.56,,,0.276307369,,,,,,,,,
1509,G20059,DS 59,2019,岐阜,海津市海津町,水田,大豆前,福江営農,田中貴,,136.6658294,35.1891571,,,-1,,,,,,,,,,,,,6.12,,3.33,,,53.89155293,22.03236065,75.92391359,15.25317276,8.822913655,0.743639154,0.081827771,,,,,,,,,55.18,,,0.57,,,0.336059773,,,,,,,,,
1510,G20060,DS 60,2019,岐阜,海津市海津町,水田,大豆前,福江営農,田中貴,,136.6658181,35.18924789,,,-2,,,,,,,,,,,,,6.21,,3.23,,,48.13365146,25.0985921,73.23224356,17.00713807,9.76061837,0.853252908,0.091407591,,,,,,,,,29.42,,,0.66,,,0.33749256,,,,,,,,,
1511,G20061,DS 61,2019,岐阜,海津市海津町,水田,大豆前,福江営農,田中貴,,136.6659927,35.18898505,,,-2,,,,,,,,,,,,,6.19,,4.76,,,47.50477415,25.75022409,73.25499825,17.39155852,9.353443236,0.742824065,0.084158609,,,,,,,,,76.39,,,0.45,,,0.288513276,,,,,,,,,
1512,G20062,DS 62,2019,岐阜,海津市海津町,水田,大豆前,福江営農,田中貴,,136.6659951,35.18907735,,,-2,,,,,,,,,,,,,6.1,,5.12,,,50.56355697,24.44349357,75.00705054,15.75431055,9.238638905,0.941367683,0.100214558,,,,,,,,,94.02,,,0.44,,,0.356297468,,,,,,,,,
1513,G20063,DS 63,2019,岐阜,海津市海津町,水田,大豆前,福江営農,田中貴,,136.6659872,35.18916827,,,-3,,,,,,,,,,,,,6.3,,3.74,,,54.45626386,22.49912489,76.95538874,14.53657967,8.508031582,0.815911995,0.088640286,,,,,,,,,72.22,,,0.45,,,0.274960974,,,,,,,,,
1514,G20064,DS 64,2019,岐阜,海津市海津町,水田,大豆前,福江営農,田中貴,,136.665983,35.18925993,,,-3,,,,,,,,,,,,,6.37,,3.68,,,45.64453163,26.1930196,71.83755123,17.96570008,10.19674869,0.834868046,0.0938095,,,,,,,,,115.11,,,0.51,,,0.313402212,,,,,,,,,
1515,G20065,DS 65,2019,岐阜,海津市海津町,水田,大豆前,福江営農,田中貴,,136.6661776,35.18899807,,,-1,,,,,,,,,,,,,6.23,,3.83,,,44.60263596,27.75924555,72.36188151,17.64032954,9.997788951,0.846173802,0.08947911,,,,,,,,,164.39,,,0.52,,,0.241939238,,,,,,,,,
1516,G20066,DS 66,2019,岐阜,海津市海津町,水田,大豆前,福江営農,田中貴,,136.6661652,35.18908989,,,-1,,,,,,,,,,,,,6.32,,2.66,,,33.05979461,32.14799885,65.20779345,22.50695844,12.2852481,0.849514879,0.094207971,,,,,,,,,115.64,,,0.42,,,0.248445412,,,,,,,,,
1517,G20067,DS 67,2019,岐阜,海津市海津町,水田,大豆前,福江営農,田中貴,,136.6661587,35.18917977,,,-2,,,,,,,,,,,,,6.23,,3.92,,,43.58956841,27.86214839,71.4517168,18.54418396,10.00409924,0.901317744,0.095012929,,,,,,,,,74.06,,,0.47,,,0.346130516,,,,,,,,,
1518,G20068,DS 68,2019,岐阜,海津市海津町,水田,大豆前,福江営農,田中貴,,136.6661454,35.18927131,,,-2,,,,,,,,,,,,,6.23,,3.97,,,47.22294654,24.44489018,71.66783673,17.85177013,10.48039314,0.874059927,0.093879859,,,,,,,,,137.66,,,0.47,,,0.293989173,,,,,,,,,
1519,G20069,TR 1,2019,岐阜,海津市海津町,水田,大豆前,福江営農,田中貴,,136.6636472,35.1882784,,,-2,,,,,,,,,,,,,6.39,,5.01,,,31.93774167,32.38118545,64.31892712,22.955313,12.72575987,1.014218291,0.105657236,,,,,,,,,68.55,,,0.52,,,0.284426969,,,,,,,,,
1520,G20070,TR 2,2019,岐阜,海津市海津町,水田,大豆前,福江営農,田中貴,,136.6636242,35.18837129,,,-1,,,,,,,,,,,,,6.42,,4.8,,,41.39563486,27.6618382,69.05747306,19.96134624,10.9811807,0.918505382,0.095790936,,,,,,,,,50.2,,,0.42,,,0.397927375,,,,,,,,,
1521,G20071,TR 3,2019,岐阜,海津市海津町,水田,大豆前,福江営農,田中貴,,136.6636085,35.18846303,,,-1,,,,,,,,,,,,,6.41,,4.54,,,43.75457822,25.87047184,69.62505006,19.38722689,10.98772305,0.944527103,0.099424581,,,,,,,,,69.76,,,0.44,,,0.391885999,,,,,,,,,
1522,G20072,TR 4,2019,岐阜,海津市海津町,水田,大豆前,福江営農,田中貴,,136.6635926,35.18854744,,,-1,,,,,,,,,,,,,6.38,,5.14,,,45.53585423,25.41829937,70.95415361,18.36794671,10.67789969,0.871839986,0.093652841,,,,,,,,,155.99,,,0.38,,,0.327504284,,,,,,,,,
1523,G20073,TR 5,2019,岐阜,海津市海津町,水田,大豆前,福江営農,田中貴,,136.6637924,35.18829252,,,-2,,,,,,,,,,,,,6.37,,4.41,,,31.81724461,28.72633552,60.54358013,24.17994377,15.2764761,0.978297536,0.104333482,,,,,,,,,72.75,,,0.79,,,1.380590972,,,,,,,,,
1524,G20074,TR 6,2019,岐阜,海津市海津町,水田,大豆前,福江営農,田中貴,,136.663777,35.18838321,,,-1,,,,,,,,,,,,,6.3,,5.2,,,45.78204544,21.78310919,67.56515462,19.04300585,13.39183953,0.772576859,0.085260682,,,,,,,,,99.79,,,0.52,,,0.759218711,,,,,,,,,
1525,G20075,TR 7,2019,岐阜,海津市海津町,水田,大豆前,福江営農,田中貴,,136.6637664,35.18847465,,,-1,,,,,,,,,,,,,6.34,,4.65,,,35.50206561,26.76991568,62.27198129,22.82545132,14.90256739,0.866725071,0.093194296,,,,,,,,,93.37,,,0.54,,,0.809973935,,,,,,,,,
1526,G20076,TR 8,2019,岐阜,海津市海津町,水田,大豆前,福江営農,田中貴,,136.6637581,35.18856444,,,-1,,,,,,,,,,,,,6.44,,3.83,,,31.87236729,28.36020619,60.23257348,24.21855122,15.5488753,0.908072725,0.097134166,,,,,,,,,122.8,,,0.57,,,0.839859561,,,,,,,,,
1527,G20077,TR 9,2019,岐阜,海津市海津町,水田,大豆前,福江営農,田中貴,,136.6639426,35.18829805,,,-2,,,,,,,,,,,,,6.32,,4.9,,,25.97464909,37.16795631,63.1426054,22.63785538,14.21953922,0.961024203,0.100630555,,,,,,,,,62.77,,,0.52,,,0.597280548,,,,,,,,,
1528,G20078,TR 10,2019,岐阜,海津市海津町,水田,大豆前,福江営農,田中貴,,136.6639297,35.18838909,,,-1,,,,,,,,,,,,,6.39,,3.54,,,56.05461629,19.76529966,75.81991595,13.09754553,11.08253853,0.713363322,0.080309929,,,,,,,,,45.97,,,0.41,,,0.48743047,,,,,,,,,
1529,G20079,TR 11,2019,岐阜,海津市海津町,水田,大豆前,福江営農,田中貴,,136.6639247,35.18848525,,,-1,,,,,,,,,,,,,6.46,,5.6,,,31.7998651,35.68599644,67.48586154,19.15394061,13.36019785,0.968833305,0.099457004,,,,,,,,,66.85,,,0.6,,,0.734338838,,,,,,,,,
1530,G20080,TR 12,2019,岐阜,海津市海津町,水田,大豆前,福江営農,田中貴,,136.6639135,35.18857549,,,-1,,,,,,,,,,,,,6.64,,4.21,,,32.85362073,28.66975476,61.52337548,23.90780552,14.56881899,0.958421024,0.101400703,,,,,,,,,199.44,,,0.49,,,0.444239063,,,,,,,,,
1531,G20081,TR 13,2019,岐阜,海津市海津町,水田,大豆前,福江営農,田中貴,,136.6641072,35.18831578,,,-2,,,,,,,,,,,,,6.38,,5.87,,,34.8182274,27.8150394,62.6332668,21.80514431,15.56158889,0.916376967,0.09748941,,,,,,,,,126.52,,,0.5,,,0.839859561,,,,,,,,,
1532,G20082,TR 14,2019,岐阜,海津市海津町,水田,大豆前,福江営農,田中貴,,136.6640974,35.18840142,,,-1,,,,,,,,,,,,,6.48,,2.77,,,53.06137534,14.49749095,67.55886629,23.77647648,8.664657233,0.55632718,0.066091522,,,,,,,,,122.38,,,0.33,,,0.460068986,,,,,,,,,
1533,G20083,TR 15,2019,岐阜,海津市海津町,水田,大豆前,福江営農,田中貴,,136.664087,35.18849143,,,-1,,,,,,,,,,,,,6.35,,5.8,,,44.1172255,22.8211327,66.93835819,19.68409888,13.37754293,0.991004797,0.103093597,,,,,,,,,50.14,,,0.69,,,0.993761012,,,,,,,,,
1534,G20084,TR 16,2019,岐阜,海津市海津町,水田,大豆前,福江営農,田中貴,,136.664076,35.18858145,,,-1,,,,,,,,,,,,,6.54,,3.59,,,41.10625436,24.79555432,65.90180869,20.0858911,14.01230022,0.84350079,0.092249628,,,,,,,,,158.61,,,0.45,,,0.741958841,,,,,,,,,
1535,G20085,TR 17,2019,岐阜,海津市海津町,水田,大豆前,福江営農,田中貴,,136.6642552,35.18832189,,,-2,,,,,,,,,,,,,6.43,,4.55,,,43.25320792,23.36120304,66.61441096,19.59588922,13.78969982,0.912846485,0.098672267,,,,,,,,,140.04,,,0.59,,,0.853957373,,,,,,,,,
1536,G20086,TR 18,2019,岐阜,海津市海津町,水田,大豆前,福江営農,田中貴,,136.6642466,35.18841197,,,-1,,,,,,,,,,,,,6.32,,5.23,,,58.50983941,18.52832441,77.03816382,12.22705742,10.73477876,0.654732152,0.076170474,,,,,,,,,103.71,,,0.37,,,0.593776847,,,,,,,,,
1537,G20087,TR 19,2019,岐阜,海津市海津町,水田,大豆前,福江営農,田中貴,,136.6642376,35.18850317,,,-1,,,,,,,,,,,,,6.38,,4.27,,,40.97934435,23.85904656,64.83839091,20.81874262,14.34286646,0.840527574,0.091084467,,,,,,,,,50.93,,,0.51,,,1.0088759,,,,,,,,,
1538,G20088,TR 20,2019,岐阜,海津市海津町,水田,大豆前,福江営農,田中貴,,136.6642285,35.18859298,,,-1,,,,,,,,,,,,,6.5,,2.91,,,35.34538907,26.82081146,62.16620053,22.79606145,15.03773802,0.882372482,0.097682466,,,,,,,,,87.27,,,0.55,,,1.13325856,,,,,,,,,
1539,G20089,TR 21,2019,岐阜,海津市海津町,水田,大豆前,福江営農,田中貴,,136.6644344,35.18833515,,,-1,,,,,,,,,,,,,6.23,,4.71,,,44.82580546,22.65915633,67.48496179,18.7439632,13.771075,0.916827617,0.098777185,,,,,,,,,153.62,,,0.35,,,0.517019945,,,,,,,,,
1540,G20090,TR 22,2019,岐阜,海津市海津町,水田,大豆前,福江営農,田中貴,,136.6644259,35.18843202,,,-1,,,,,,,,,,,,,6.36,,3.5,,,52.12566796,17.70238831,69.82805627,19.13010288,11.04184085,0.773735439,0.083611009,,,,,,,,,84.3,,,0.3,,,0.319019479,,,,,,,,,
1541,G20091,TR 23,2019,岐阜,海津市海津町,水田,大豆前,福江営農,田中貴,,136.6644134,35.18851603,,,-1,,,,,,,,,,,,,6.3,,4.71,,,31.78191956,33.3704457,65.15236526,20.90858085,13.9390539,1.033532414,0.10908654,,,,,,,,,159.92,,,0.43,,,0.592027942,,,,,,,,,
1542,G20092,TR 24,2019,岐阜,海津市海津町,水田,大豆前,福江営農,田中貴,,136.6644005,35.18860561,,,-1,,,,,,,,,,,,,6.36,,4.28,,,33.27757911,27.59833891,60.87591802,23.45522359,15.66885838,0.832948478,0.092644481,,,,,,,,,107.66,,,0.52,,,0.523681776,,,,,,,,,
1543,G20093,TR 25,2019,岐阜,海津市海津町,水田,大豆前,福江営農,田中貴,,136.6645909,35.18834613,,,-2,,,,,,,,,,,,,6.22,,4.54,,,47.43603479,22.80930722,70.24534201,17.23919628,12.51546171,0.88538111,0.095246913,,,,,,,,,102.38,,,0.32,,,0.327504284,,,,,,,,,
1544,G20094,TR 26,2019,岐阜,海津市海津町,水田,大豆前,福江営農,田中貴,,136.6645763,35.18844335,,,-2,,,,,,,,,,,,,6.17,,5.7,,,44.83607909,22.14701975,66.98309884,19.29622124,13.72067993,0.9204859,0.096463193,,,,,,,,,83.29,,,0.3,,,0.338927311,,,,,,,,,
1545,G20095,TR 27,2019,岐阜,海津市海津町,水田,大豆前,福江営農,田中貴,,136.6645671,35.18853374,,,-2,,,,,,,,,,,,,6.24,,4.88,,,29.37523614,28.3861155,57.76135164,25.52725652,16.71139184,1.096632306,0.112358626,,,,,,,,,137.66,,,0.68,,,1.225873173,,,,,,,,,
1546,G20096,TR 28,2019,岐阜,海津市海津町,水田,大豆前,福江営農,田中貴,,136.6645586,35.18862383,,,-2,,,,,,,,,,,,,6.42,,4.71,,,30.09364373,29.1747464,59.26839013,24.26356665,16.46804323,0.987908882,0.104144513,,,,,,,,,108.75,,,0.33,,,0.535415575,,,,,,,,,
1547,G20097,TR 29,2019,岐阜,海津市海津町,水田,大豆前,福江営農,田中貴,,136.6647671,35.18836603,,,-2,,,,,,,,,,,,,6.3,,3.43,,,55.98678543,17.50835376,73.4951392,13.7730616,12.73179921,0.789731001,0.083912963,,,,,,,,,78.52,,,0.25,,,0.453713455,,,,,,,,,
1548,G20098,TR 30,2019,岐阜,海津市海津町,水田,大豆前,福江営農,田中貴,,136.6647527,35.18845049,,,-2,,,,,,,,,,,,,6.14,,5.69,,,37.75464181,23.72021349,61.4748553,22.36337668,16.16176802,1.187901825,0.114512867,,,,,,,,,114.76,,,0.53,,,0.876305462,,,,,,,,,
1549,G20099,TR 31,2019,岐阜,海津市海津町,水田,大豆前,福江営農,田中貴,,136.6647345,35.18853964,,,-2,,,,,,,,,,,,,6.11,,5.11,,,30.71822058,26.07912312,56.7973437,25.32732144,17.87533487,1.214930811,0.119099434,,,,,,,,,125.34,,,0.53,,,0.786383516,,,,,,,,,
1550,G20100,TR 32,2019,岐阜,海津市海津町,水田,大豆前,福江営農,田中貴,,136.6647252,35.18862933,,,-2,,,,,,,,,,,,,6.2,,4.52,,,33.89201541,25.36353679,59.2555522,24.07841064,16.66603717,1.068280394,0.1094812,,,,,,,,,149,,,0.49,,,0.661690173,,,,,,,,,
1551,G20101,TR 33,2019,岐阜,海津市海津町,水田,大豆前,福江営農,田中貴,,136.6649172,35.18837758,,,-2,,,,,,,,,,,,,7.33,,2.66,,,59.25518393,16.2243175,75.47950143,12.7582478,11.76225076,0.818700333,0.086690467,,,,,,,,,62.77,,,0.36,,,0.510389529,,,,,,,,,
1552,G20102,TR 34,2019,岐阜,海津市海津町,水田,大豆前,福江営農,田中貴,,136.6649086,35.18846234,,,-2,,,,,,,,,,,,,6.28,,3.46,,,53.02840672,18.05286912,71.08127584,15.97640991,12.94231426,0.738552223,0.079875065,,,,,,,,,65.52,,,0.33,,,0.416239996,,,,,,,,,
1553,G20103,TR 35,2019,岐阜,海津市海津町,水田,大豆前,福江営農,田中貴,,136.6648953,35.18855228,,,-2,,,,,,,,,,,,,6.27,,3.59,,,42.91945584,27.4973008,70.41675664,17.1885122,12.39473116,0.810086571,0.086264245,,,,,,,,,62.25,,,0.37,,,0.672672508,,,,,,,,,
1554,G20104,TR 36,2019,岐阜,海津市海津町,水田,大豆前,福江営農,田中貴,,136.6648854,35.18864161,,,-2,,,,,,,,,,,,,6.3,,2.96,,,57.98215642,16.34827777,74.33043418,13.63291227,12.03665355,0.894126308,0.093993995,,,,,,,,,78.78,,,0.45,,,0.497222943,,,,,,,,,
1555,G20105,TR 37,2019,岐阜,海津市海津町,水田,大豆前,福江営農,田中貴,,136.6651011,35.18838585,,,-2,,,,,,,,,,,,,6.11,,4.66,,,45.10824234,22.14418411,67.25242645,18.67227783,14.07529572,1.039599896,0.102780152,,,,,,,,,103.44,,,0.33,,,0.53878576,,,,,,,,,
1556,G20106,TR 38,2019,岐阜,海津市海津町,水田,大豆前,福江営農,田中貴,,136.6650928,35.18847619,,,-2,,,,,,,,,,,,,6.11,,4.76,,,41.28831681,22.88297852,64.17129533,20.94747019,14.88123448,0.957951185,0.101246827,,,,,,,,,161.22,,,0.87,,,2.811031418,,,,,,,,,
1557,G20107,TR 39,2019,岐阜,海津市海津町,水田,大豆前,福江営農,田中貴,,136.6650753,35.18856552,,,-2,,,,,,,,,,,,,6.26,,4.25,,,37.07670751,24.97860616,62.05531367,22.38125241,15.56343392,0.983714373,0.101211547,,,,,,,,,121.96,,,0.36,,,0.533733428,,,,,,,,,
1558,G20108,TR 40,2019,岐阜,海津市海津町,水田,大豆前,福江営農,田中貴,,136.6650637,35.18865493,,,-2,,,,,,,,,,,,,6.29,,3.22,,,48.26791809,21.25237012,69.52028821,17.63367463,12.84603716,0.801241044,0.084348817,,,,,,,,,66.58,,,0.43,,,0.57464688,,,,,,,,,
1559,G20109,TR 41,2019,岐阜,海津市海津町,水田,大豆前,福江営農,田中貴,,136.6652536,35.18839715,,,-2,,,,,,,,,,,,,6.26,,3.09,,,47.52098287,20.2451483,67.76613118,18.75166154,13.48220728,0.882811563,0.091446061,,,,,,,,,80.36,,,0.18,,,0.60960535,,,,,,,,,
1560,G20110,TR 42,2019,岐阜,海津市海津町,水田,大豆前,福江営農,田中貴,,136.6652468,35.18848772,,,-2,,,,,,,,,,,,,6.18,,4.73,,,39.51330034,23.56236847,63.07566881,21.47204368,15.45228751,1.059601793,0.104580244,,,,,,,,,137.04,,,0.3,,,0.555754493,,,,,,,,,
1561,G20111,TR 43,2019,岐阜,海津市海津町,水田,大豆前,福江営農,田中貴,,136.6652376,35.1885773,,,-2,,,,,,,,,,,,,6.16,,5.58,,,40.42771633,24.4135366,64.84125293,25.27942971,9.879317359,1.058482311,0.106038338,,,,,,,,,106.1,,,0.28,,,0.480941423,,,,,,,,,
1562,G20112,TR 44,2019,岐阜,海津市海津町,水田,大豆前,福江営農,田中貴,,136.6652275,35.18866691,,,-2,,,,,,,,,,,,,6.27,,3.8,,,44.03223822,17.05426357,61.08650178,23.17378286,15.73971535,0.689726437,0.072153261,,,,,,,,,129.99,,,0.23,,,0.537099686,,,,,,,,,
1563,G20113,TR 45,2019,岐阜,海津市海津町,水田,大豆前,福江営農,田中貴,,136.66542,35.18840999,,,-2,,,,,,,,,,,,,6.36,,2.95,,,49.16052992,21.18631364,70.34684356,16.95804523,12.69511121,0.790093386,0.082107493,,,,,,,,,92.97,,,0.21,,,0.400959844,,,,,,,,,
1564,G20114,TR 46,2019,岐阜,海津市海津町,水田,大豆前,福江営農,田中貴,,136.6654093,35.18849973,,,-2,,,,,,,,,,,,,6.32,,3.48,,,46.73641812,22.17015424,68.90657235,20.18862364,10.90480401,0.825781699,0.086202762,,,,,,,,,136.06,,,0.18,,,0.408575376,,,,,,,,,
1565,G20115,TR 47,2019,岐阜,海津市海津町,水田,大豆前,福江営農,田中貴,,136.665399,35.18858921,,,-2,,,,,,,,,,,,,6.17,,4.86,,,46.66143198,20.9125807,67.57401268,26.90048275,5.525504566,0.956469659,0.095063474,,,,,,,,,147.58,,,0.22,,,0.452129481,,,,,,,,,
1566,G20116,TR 48,2019,岐阜,海津市海津町,水田,大豆前,福江営農,田中貴,,136.6653854,35.18867904,,,-2,,,,,,,,,,,,,6.31,,3.46,,,47.88761865,20.53603698,68.42365563,18.02324475,13.55309962,0.809423338,0.085834665,,,,,,,,,53.58,,,0.12,,,0.430160009,,,,,,,,,
1567,G20117,TR 49,2019,岐阜,海津市海津町,水田,大豆前,福江営農,田中貴,,136.6655841,35.1884217,,,-3,,,,,,,,,,,,,6.3,,3.13,,,52.87294911,19.87896214,72.75191125,17.04826943,10.19981932,0.789251398,0.081699348,,,,,,,,,39.53,,,0.26,,,0.492317871,,,,,,,,,
1568,G20118,TR 50,2019,岐阜,海津市海津町,水田,大豆前,福江営農,田中貴,,136.6655762,35.18851231,,,-3,,,,,,,,,,,,,6.21,,3.56,,,54.27657108,18.41699323,72.6935643,15.32992881,11.97650688,0.905981682,0.090752199,,,,,,,,,98.04,,,0.66,,,0.809973935,,,,,,,,,
1569,G20119,TR 51,2019,岐阜,海津市海津町,水田,大豆前,福江営農,田中貴,,136.6655652,35.18860207,,,-3,,,,,,,,,,,,,6.23,,3.65,,,42.84230685,22.66737807,65.50968492,20.38930229,14.1010128,0.834301339,0.088414998,,,,,,,,,46.43,,,0.28,,,0.402479023,,,,,,,,,
1570,G20120,TR 52,2019,岐阜,海津市海津町,水田,大豆前,福江営農,田中貴,,136.6655529,35.1886917,,,-2,,,,,,,,,,,,,6.26,,2.8,,,52.42961358,19.05154481,71.48115839,16.10475761,12.41408399,0.8535537,0.087483892,,,,,,,,,82.7,,,0.31,,,0.490686774,,,,,,,,,
1571,G20121,TR 53,2019,岐阜,海津市海津町,水田,大豆前,福江営農,田中貴,,136.6657485,35.18843425,,,-3,,,,,,,,,,,,,6.23,,3,,,56.6981891,16.96227118,73.66046028,14.76387608,11.57566364,0.833001577,0.087404949,,,,,,,,,89.65,,,0.29,,,0.33034826,,,,,,,,,
1572,G20122,TR 54,2019,岐阜,海津市海津町,水田,大豆前,福江営農,田中貴,,136.665738,35.18852426,,,-3,,,,,,,,,,,,,6.24,,3.41,,,49.4929705,20.77442602,70.26739653,16.88457449,12.84802898,0.852148054,0.089434055,,,,,,,,,64.72,,,0.31,,,0.357757743,,,,,,,,,
1573,G20123,TR 55,2019,岐阜,海津市海津町,水田,大豆前,福江営農,田中貴,,136.665727,35.18861446,,,-1,,,,,,,,,,,,,6.1,,4.55,,,46.61912015,23.37008605,69.9892062,19.267434,10.7433598,0.909799765,0.096276688,,,,,,,,,101.85,,,0.49,,,0.399442628,,,,,,,,,
1574,G20124,TR 56,2019,岐阜,海津市海津町,水田,大豆前,福江営農,田中貴,,136.6657211,35.18870335,,,-1,,,,,,,,,,,,,6.18,,3.23,,,48.26771058,21.94674534,70.21445592,17.11486819,12.6706759,0.834291757,0.090164571,,,,,,,,,62.94,,,0.3,,,0.341802702,,,,,,,,,
1575,G20125,TR 57,2019,岐阜,海津市海津町,水田,大豆前,福江営農,田中貴,,136.6659185,35.18844683,,,-3,,,,,,,,,,,,,6.2,,3.49,,,49.32320966,22.13990758,71.46311723,17.26558257,11.2713002,0.916356554,0.09200298,,,,,,,,,50.96,,,0.23,,,0.437962071,,,,,,,,,
1576,G20126,TR 58,2019,岐阜,海津市海津町,水田,大豆前,福江営農,田中貴,,136.6659048,35.18853737,,,-3,,,,,,,,,,,,,6.23,,2.63,,,66.56946204,14.08779836,80.6572604,9.818649543,9.524090057,0.651404093,0.069850264,,,,,,,,,93.37,,,0.28,,,0.344685948,,,,,,,,,
1577,G20127,TR 59,2019,岐阜,海津市海津町,水田,大豆前,福江営農,田中貴,,136.6658955,35.1886262,,,-1,,,,,,,,,,,,,6.12,,3.33,,,54.49976579,18.71242876,73.21219455,15.07728941,11.71051604,0.700665165,0.077059687,,,,,,,,,82.23,,,0.29,,,0.485805263,,,,,,,,,
1578,G20128,TR 60,2019,岐阜,海津市海津町,水田,大豆前,福江営農,田中貴,,136.6658822,35.18871588,,,-1,,,,,,,,,,,,,6.21,,3.23,,,47.6882301,21.92991067,69.61814077,17.08059291,13.30126632,0.828004288,0.090043564,,,,,,,,,101.59,,,0.39,,,0.33462895,,,,,,,,,
1579,G20129,TR 61,2019,岐阜,海津市海津町,水田,大豆前,福江営農,田中貴,,136.6660805,35.18845904,,,-3,,,,,,,,,,,,,6.19,,4.76,,,49.70495362,20.54371423,70.24866785,17.36727847,12.38405368,0.990987568,0.098186853,,,,,,,,,101.32,,,0.4,,,0.408575376,,,,,,,,,
1580,G20130,TR 62,2019,岐阜,海津市海津町,水田,大豆前,福江営農,田中貴,,136.6660714,35.18854948,,,-3,,,,,,,,,,,,,6.1,,5.12,,,58.9875952,16.52665463,75.51424982,13.29787234,11.18787784,0.86415989,0.085942378,,,,,,,,,87.72,,,0.35,,,0.404000166,,,,,,,,,
1581,G20131,TR 63,2019,岐阜,海津市海津町,水田,大豆前,福江営農,田中貴,,136.6660598,35.18863906,,,-1,,,,,,,,,,,,,6.3,,3.74,,,43.88853767,21.83511794,65.72365562,19.90398672,14.37235766,0.845497371,0.09096408,,,,,,,,,90.71,,,0.25,,,0.289879305,,,,,,,,,
1582,G20132,TR 64,2019,岐阜,海津市海津町,水田,大豆前,福江営農,田中貴,,136.6660472,35.18872742,,,-1,,,,,,,,,,,,,6.37,,3.68,,,44.90896696,22.55774783,67.46671479,19.95107475,12.58221046,0.841286956,0.090878827,,,,,,,,,72.22,,,0.44,,,0.257636521,,,,,,,,,
1583,G20133,TR 65,2019,岐阜,海津市海津町,水田,大豆前,福江営農,田中貴,,136.666239,35.18846911,,,-1,,,,,,,,,,,,,6.23,,3.83,,,44.2306888,22.8346786,67.0653674,19.13345322,13.80117937,0.924454352,0.094341311,,,,,,,,,83.55,,,0.46,,,0.319019479,,,,,,,,,
1584,G20134,TR 66,2019,岐阜,海津市海津町,水田,大豆前,福江営農,田中貴,,136.6662308,35.18855508,,,-1,,,,,,,,,,,,,6.32,,2.66,,,58.50053727,17.42014262,75.92067989,13.67588161,10.40343851,0.88593942,0.093013883,,,,,,,,,70.29,,,0.38,,,0.388877092,,,,,,,,,
1585,G20135,TR 67,2019,岐阜,海津市海津町,水田,大豆前,福江営農,田中貴,,136.66622,35.18864502,,,-1,,,,,,,,,,,,,6.23,,3.92,,,52.17806698,20.32173935,72.49980634,17.17148243,10.32871124,0.890233304,0.098677823,,,,,,,,,92.18,,,0.42,,,0.296738903,,,,,,,,,
1586,G20136,TR 68,2019,岐阜,海津市海津町,水田,大豆前,福江営農,田中貴,,136.6662143,35.18874094,,,-1,,,,,,,,,,,,,6.23,,3.97,,,40.97272408,23.30635337,64.27907745,22.60948566,13.11143689,0.867111643,0.093017514,,,,,,,,,71.62,,,0.44,,,0.33749256,,,,,,,,,
